Organoids,Index,y.name,OT,OrganoidsDrug,Drug,Time-point,Apoptotic.ratio,,
SNU-4351S4-3-TO,7,Apoptotic_Ratio,SNU-4351S4-3-TO 1,SNU-4351S4-3-TO Cyclopamine,Cyclopamine,SUM,16.17581814,,
SNU-4351S4-4-TO,7,Apoptotic_Ratio,SNU-4351S4-4-TO 1,SNU-4351S4-4-TO Cyclopamine,Cyclopamine,SUM,40.73839565,,
SNU-4351S4-5-TO,7,Apoptotic_Ratio,SNU-4351S4-5-TO 1,SNU-4351S4-5-TO Cyclopamine,Cyclopamine,SUM,64.00481127,,
SNU-4351S4-6-TO,7,Apoptotic_Ratio,SNU-4351S4-6-TO 1,SNU-4351S4-6-TO Cyclopamine,Cyclopamine,SUM,24.75596069,,
SNU-4351S4-7-TO,7,Apoptotic_Ratio,SNU-4351S4-7-TO 1,SNU-4351S4-7-TO Cyclopamine,Cyclopamine,SUM,63.16042265,,
SNU-4351S4-TO,8,Apoptotic_Ratio,SNU-4351S4-TO 1,SNU-4351S4-TO ICG-001,ICG-001,SUM,43.13418454,,
SNU-4351S1-5-TO,8,Apoptotic_Ratio,SNU-4351S1-5-TO 1,SNU-4351S1-5-TO ICG-001,ICG-001,SUM,46.05490453,,
SNU-4351S1-7-TO,8,Apoptotic_Ratio,SNU-4351S1-7-TO 1,SNU-4351S1-7-TO ICG-001,ICG-001,SUM,64.69589776,,
SNU-4351S2-3-TO,8,Apoptotic_Ratio,SNU-4351S2-3-TO 1,SNU-4351S2-3-TO ICG-001,ICG-001,SUM,59.18857585,,
SNU-4351S2-4-TO,8,Apoptotic_Ratio,SNU-4351S2-4-TO 1,SNU-4351S2-4-TO ICG-001,ICG-001,SUM,61.72827218,,
SNU-4351S3-1-TO,8,Apoptotic_Ratio,SNU-4351S3-1-TO 1,SNU-4351S3-1-TO ICG-001,ICG-001,SUM,64.03050284,,
SNU-4351S3-2-TO,8,Apoptotic_Ratio,SNU-4351S3-2-TO 1,SNU-4351S3-2-TO ICG-001,ICG-001,SUM,74.19755495,,
SNU-4351S3-7-TO,8,Apoptotic_Ratio,SNU-4351S3-7-TO 1,SNU-4351S3-7-TO ICG-001,ICG-001,SUM,55.67999781,,
SNU-4351S3-8-TO,8,Apoptotic_Ratio,SNU-4351S3-8-TO 1,SNU-4351S3-8-TO ICG-001,ICG-001,SUM,65.23152573,,
SNU-4351S4-1-TO,8,Apoptotic_Ratio,SNU-4351S4-1-TO 1,SNU-4351S4-1-TO ICG-001,ICG-001,SUM,41.20881064,,
SNU-4351S4-2-TO,8,Apoptotic_Ratio,SNU-4351S4-2-TO 1,SNU-4351S4-2-TO ICG-001,ICG-001,SUM,47.68404145,,
SNU-4351S4-3-TO,8,Apoptotic_Ratio,SNU-4351S4-3-TO 1,SNU-4351S4-3-TO ICG-001,ICG-001,SUM,66.55523815,,
SNU-4351S4-4-TO,8,Apoptotic_Ratio,SNU-4351S4-4-TO 1,SNU-4351S4-4-TO ICG-001,ICG-001,SUM,60.27206862,,
SNU-4351S4-5-TO,8,Apoptotic_Ratio,SNU-4351S4-5-TO 1,SNU-4351S4-5-TO ICG-001,ICG-001,SUM,75.18139808,,
SNU-4351S4-6-TO,8,Apoptotic_Ratio,SNU-4351S4-6-TO 1,SNU-4351S4-6-TO ICG-001,ICG-001,SUM,61.92436813,,
SNU-4351S4-7-TO,8,Apoptotic_Ratio,SNU-4351S4-7-TO 1,SNU-4351S4-7-TO ICG-001,ICG-001,SUM,77.24294011,,
SNU-4351S4-TO,9,Apoptotic_Ratio,SNU-4351S4-TO 1,SNU-4351S4-TO Buparlisib,Buparlisib,SUM,41.48095496,,
SNU-4351S1-5-TO,9,Apoptotic_Ratio,SNU-4351S1-5-TO 1,SNU-4351S1-5-TO Buparlisib,Buparlisib,SUM,64.19851417,,
SNU-4351S1-7-TO,9,Apoptotic_Ratio,SNU-4351S1-7-TO 1,SNU-4351S1-7-TO Buparlisib,Buparlisib,SUM,76.56117668,,
SNU-4351S2-3-TO,9,Apoptotic_Ratio,SNU-4351S2-3-TO 1,SNU-4351S2-3-TO Buparlisib,Buparlisib,SUM,78.9911427,,
SNU-4351S2-4-TO,9,Apoptotic_Ratio,SNU-4351S2-4-TO 1,SNU-4351S2-4-TO Buparlisib,Buparlisib,SUM,67.8293919,,
SNU-4351S3-1-TO,9,Apoptotic_Ratio,SNU-4351S3-1-TO 1,SNU-4351S3-1-TO Buparlisib,Buparlisib,SUM,37.03669973,,
SNU-4351S3-2-TO,9,Apoptotic_Ratio,SNU-4351S3-2-TO 1,SNU-4351S3-2-TO Buparlisib,Buparlisib,SUM,60.0501071,,
SNU-4351S3-7-TO,9,Apoptotic_Ratio,SNU-4351S3-7-TO 1,SNU-4351S3-7-TO Buparlisib,Buparlisib,SUM,70.22820275,,
SNU-4351S3-8-TO,9,Apoptotic_Ratio,SNU-4351S3-8-TO 1,SNU-4351S3-8-TO Buparlisib,Buparlisib,SUM,54.99872528,,
SNU-4351S4-1-TO,9,Apoptotic_Ratio,SNU-4351S4-1-TO 1,SNU-4351S4-1-TO Buparlisib,Buparlisib,SUM,61.41104174,,
SNU-4351S4-2-TO,9,Apoptotic_Ratio,SNU-4351S4-2-TO 1,SNU-4351S4-2-TO Buparlisib,Buparlisib,SUM,63.38499013,,
SNU-4351S4-3-TO,9,Apoptotic_Ratio,SNU-4351S4-3-TO 1,SNU-4351S4-3-TO Buparlisib,Buparlisib,SUM,73.633607,,
SNU-4351S4-4-TO,9,Apoptotic_Ratio,SNU-4351S4-4-TO 1,SNU-4351S4-4-TO Buparlisib,Buparlisib,SUM,75.26862642,,
SNU-4351S4-5-TO,9,Apoptotic_Ratio,SNU-4351S4-5-TO 1,SNU-4351S4-5-TO Buparlisib,Buparlisib,SUM,64.2518968,,
SNU-4351S4-6-TO,9,Apoptotic_Ratio,SNU-4351S4-6-TO 1,SNU-4351S4-6-TO Buparlisib,Buparlisib,SUM,76.19718861,,
SNU-4351S4-7-TO,9,Apoptotic_Ratio,SNU-4351S4-7-TO 1,SNU-4351S4-7-TO Buparlisib,Buparlisib,SUM,83.87942988,,
SNU-4351S4-TO,10,Apoptotic_Ratio,SNU-4351S4-TO 1,SNU-4351S4-TO SAHA,SAHA,SUM,87.50126021,,
SNU-4351S1-5-TO,10,Apoptotic_Ratio,SNU-4351S1-5-TO 1,SNU-4351S1-5-TO SAHA,SAHA,SUM,73.53657572,,
SNU-4351S1-7-TO,10,Apoptotic_Ratio,SNU-4351S1-7-TO 1,SNU-4351S1-7-TO SAHA,SAHA,SUM,62.74053634,,
SNU-4351S2-3-TO,10,Apoptotic_Ratio,SNU-4351S2-3-TO 1,SNU-4351S2-3-TO SAHA,SAHA,SUM,88.62876147,,
SNU-4351S2-4-TO,10,Apoptotic_Ratio,SNU-4351S2-4-TO 1,SNU-4351S2-4-TO SAHA,SAHA,SUM,88.44200929,,
SNU-4351S3-1-TO,10,Apoptotic_Ratio,SNU-4351S3-1-TO 1,SNU-4351S3-1-TO SAHA,SAHA,SUM,84.50503598,,
SNU-4351S3-2-TO,10,Apoptotic_Ratio,SNU-4351S3-2-TO 1,SNU-4351S3-2-TO SAHA,SAHA,SUM,89.29796596,,
SNU-4351S3-7-TO,10,Apoptotic_Ratio,SNU-4351S3-7-TO 1,SNU-4351S3-7-TO SAHA,SAHA,SUM,80.83644654,,
SNU-4351S3-8-TO,10,Apoptotic_Ratio,SNU-4351S3-8-TO 1,SNU-4351S3-8-TO SAHA,SAHA,SUM,86.92744995,,
SNU-4351S4-1-TO,10,Apoptotic_Ratio,SNU-4351S4-1-TO 1,SNU-4351S4-1-TO SAHA,SAHA,SUM,85.01045662,,
SNU-4351S4-2-TO,10,Apoptotic_Ratio,SNU-4351S4-2-TO 1,SNU-4351S4-2-TO SAHA,SAHA,SUM,84.87014218,,
SNU-4351S4-3-TO,10,Apoptotic_Ratio,SNU-4351S4-3-TO 1,SNU-4351S4-3-TO SAHA,SAHA,SUM,89.06349339,,
SNU-4351S4-4-TO,10,Apoptotic_Ratio,SNU-4351S4-4-TO 1,SNU-4351S4-4-TO SAHA,SAHA,SUM,86.90700822,,
SNU-4351S4-5-TO,10,Apoptotic_Ratio,SNU-4351S4-5-TO 1,SNU-4351S4-5-TO SAHA,SAHA,SUM,76.62278164,,
SNU-4351S4-6-TO,10,Apoptotic_Ratio,SNU-4351S4-6-TO 1,SNU-4351S4-6-TO SAHA,SAHA,SUM,77.05825322,,
SNU-4351S4-7-TO,10,Apoptotic_Ratio,SNU-4351S4-7-TO 1,SNU-4351S4-7-TO SAHA,SAHA,SUM,89.48788059,,
SNU-4351S4-TO,11,Apoptotic_Ratio,SNU-4351S4-TO 1,SNU-4351S4-TO Afatinib,Afatinib,SUM,18.40216878,,
SNU-4351S1-5-TO,11,Apoptotic_Ratio,SNU-4351S1-5-TO 1,SNU-4351S1-5-TO Afatinib,Afatinib,SUM,75.84322017,,
SNU-4351S1-7-TO,11,Apoptotic_Ratio,SNU-4351S1-7-TO 1,SNU-4351S1-7-TO Afatinib,Afatinib,SUM,49.73113363,,
SNU-4351S2-3-TO,11,Apoptotic_Ratio,SNU-4351S2-3-TO 1,SNU-4351S2-3-TO Afatinib,Afatinib,SUM,78.08735012,,
SNU-4351S2-4-TO,11,Apoptotic_Ratio,SNU-4351S2-4-TO 1,SNU-4351S2-4-TO Afatinib,Afatinib,SUM,48.10774691,,
SNU-4351S3-1-TO,11,Apoptotic_Ratio,SNU-4351S3-1-TO 1,SNU-4351S3-1-TO Afatinib,Afatinib,SUM,11.95521533,,
SNU-4351S3-2-TO,11,Apoptotic_Ratio,SNU-4351S3-2-TO 1,SNU-4351S3-2-TO Afatinib,Afatinib,SUM,50.49323914,,
SNU-4351S3-7-TO,11,Apoptotic_Ratio,SNU-4351S3-7-TO 1,SNU-4351S3-7-TO Afatinib,Afatinib,SUM,43.28819967,,
SNU-4351S3-8-TO,11,Apoptotic_Ratio,SNU-4351S3-8-TO 1,SNU-4351S3-8-TO Afatinib,Afatinib,SUM,20.94759638,,
SNU-4351S4-1-TO,11,Apoptotic_Ratio,SNU-4351S4-1-TO 1,SNU-4351S4-1-TO Afatinib,Afatinib,SUM,47.51469997,,
SNU-4351S4-2-TO,11,Apoptotic_Ratio,SNU-4351S4-2-TO 1,SNU-4351S4-2-TO Afatinib,Afatinib,SUM,15.22623248,,
SNU-4351S4-3-TO,11,Apoptotic_Ratio,SNU-4351S4-3-TO 1,SNU-4351S4-3-TO Afatinib,Afatinib,SUM,58.06926855,,
SNU-4351S4-4-TO,11,Apoptotic_Ratio,SNU-4351S4-4-TO 1,SNU-4351S4-4-TO Afatinib,Afatinib,SUM,77.39009673,,
SNU-4351S4-5-TO,11,Apoptotic_Ratio,SNU-4351S4-5-TO 1,SNU-4351S4-5-TO Afatinib,Afatinib,SUM,79.77932611,,
SNU-4351S4-6-TO,11,Apoptotic_Ratio,SNU-4351S4-6-TO 1,SNU-4351S4-6-TO Afatinib,Afatinib,SUM,70.76741422,,
SNU-4351S4-7-TO,11,Apoptotic_Ratio,SNU-4351S4-7-TO 1,SNU-4351S4-7-TO Afatinib,Afatinib,SUM,71.39468343,,
SNU-4351S4-TO,12,Apoptotic_Ratio,SNU-4351S4-TO 1,SNU-4351S4-TO MK-5108,MK-5108,SUM,17.79054866,,
SNU-4351S1-5-TO,12,Apoptotic_Ratio,SNU-4351S1-5-TO 1,SNU-4351S1-5-TO MK-5108,MK-5108,SUM,68.38781098,,
SNU-4351S1-7-TO,12,Apoptotic_Ratio,SNU-4351S1-7-TO 1,SNU-4351S1-7-TO MK-5108,MK-5108,SUM,17.29826273,,
SNU-4351S2-3-TO,12,Apoptotic_Ratio,SNU-4351S2-3-TO 1,SNU-4351S2-3-TO MK-5108,MK-5108,SUM,66.53707215,,
SNU-4351S2-4-TO,12,Apoptotic_Ratio,SNU-4351S2-4-TO 1,SNU-4351S2-4-TO MK-5108,MK-5108,SUM,22.85208983,,
SNU-4351S3-1-TO,12,Apoptotic_Ratio,SNU-4351S3-1-TO 1,SNU-4351S3-1-TO MK-5108,MK-5108,SUM,8.729965348,,
SNU-4351S3-2-TO,12,Apoptotic_Ratio,SNU-4351S3-2-TO 1,SNU-4351S3-2-TO MK-5108,MK-5108,SUM,44.3384168,,
SNU-4351S3-7-TO,12,Apoptotic_Ratio,SNU-4351S3-7-TO 1,SNU-4351S3-7-TO MK-5108,MK-5108,SUM,19.46800945,,
SNU-4351S3-8-TO,12,Apoptotic_Ratio,SNU-4351S3-8-TO 1,SNU-4351S3-8-TO MK-5108,MK-5108,SUM,17.0899897,,
SNU-4351S4-1-TO,12,Apoptotic_Ratio,SNU-4351S4-1-TO 1,SNU-4351S4-1-TO MK-5108,MK-5108,SUM,26.62250186,,
SNU-4351S4-2-TO,12,Apoptotic_Ratio,SNU-4351S4-2-TO 1,SNU-4351S4-2-TO MK-5108,MK-5108,SUM,18.61796852,,
SNU-4351S4-3-TO,12,Apoptotic_Ratio,SNU-4351S4-3-TO 1,SNU-4351S4-3-TO MK-5108,MK-5108,SUM,40.02617458,,
SNU-4351S4-4-TO,12,Apoptotic_Ratio,SNU-4351S4-4-TO 1,SNU-4351S4-4-TO MK-5108,MK-5108,SUM,62.38138377,,
SNU-4351S4-5-TO,12,Apoptotic_Ratio,SNU-4351S4-5-TO 1,SNU-4351S4-5-TO MK-5108,MK-5108,SUM,73.30458312,,
SNU-4351S4-6-TO,12,Apoptotic_Ratio,SNU-4351S4-6-TO 1,SNU-4351S4-6-TO MK-5108,MK-5108,SUM,49.92484759,,
SNU-4351S4-7-TO,12,Apoptotic_Ratio,SNU-4351S4-7-TO 1,SNU-4351S4-7-TO MK-5108,MK-5108,SUM,57.32415946,,
SNU-4351S1-TO,13,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO Vistusertib,Vistusertib,SUM,46.17766896,,
SNU-4351S2-TO,13,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO Vistusertib,Vistusertib,SUM,50.98456535,,
SNU-4351S3-TO,13,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO Vistusertib,Vistusertib,SUM,56.31106105,,
SNU-4351S4-TO,13,Apoptotic_Ratio,SNU-4351S4-TO 1,SNU-4351S4-TO Vistusertib,Vistusertib,SUM,30.78399737,,
SNU-4351S1-5-TO,13,Apoptotic_Ratio,SNU-4351S1-5-TO 1,SNU-4351S1-5-TO Vistusertib,Vistusertib,SUM,53.65000087,,
SNU-4351S1-7-TO,13,Apoptotic_Ratio,SNU-4351S1-7-TO 1,SNU-4351S1-7-TO Vistusertib,Vistusertib,SUM,52.52328262,,
SNU-4351S2-3-TO,13,Apoptotic_Ratio,SNU-4351S2-3-TO 1,SNU-4351S2-3-TO Vistusertib,Vistusertib,SUM,40.91170475,,
SNU-4351S2-4-TO,13,Apoptotic_Ratio,SNU-4351S2-4-TO 1,SNU-4351S2-4-TO Vistusertib,Vistusertib,SUM,43.14859548,,
SNU-4351S3-1-TO,13,Apoptotic_Ratio,SNU-4351S3-1-TO 1,SNU-4351S3-1-TO Vistusertib,Vistusertib,SUM,30.35880929,,
SNU-4351S3-2-TO,13,Apoptotic_Ratio,SNU-4351S3-2-TO 1,SNU-4351S3-2-TO Vistusertib,Vistusertib,SUM,46.69320003,,
SNU-4351S3-7-TO,13,Apoptotic_Ratio,SNU-4351S3-7-TO 1,SNU-4351S3-7-TO Vistusertib,Vistusertib,SUM,51.31925451,,
SNU-4351S3-8-TO,13,Apoptotic_Ratio,SNU-4351S3-8-TO 1,SNU-4351S3-8-TO Vistusertib,Vistusertib,SUM,37.13473006,,
SNU-4351S4-1-TO,13,Apoptotic_Ratio,SNU-4351S4-1-TO 1,SNU-4351S4-1-TO Vistusertib,Vistusertib,SUM,47.36770159,,
SNU-4351S4-2-TO,13,Apoptotic_Ratio,SNU-4351S4-2-TO 1,SNU-4351S4-2-TO Vistusertib,Vistusertib,SUM,48.23708352,,
SNU-4351S4-3-TO,13,Apoptotic_Ratio,SNU-4351S4-3-TO 1,SNU-4351S4-3-TO Vistusertib,Vistusertib,SUM,61.8497825,,
SNU-4351S4-4-TO,13,Apoptotic_Ratio,SNU-4351S4-4-TO 1,SNU-4351S4-4-TO Vistusertib,Vistusertib,SUM,65.93374163,,
SNU-4351S4-5-TO,13,Apoptotic_Ratio,SNU-4351S4-5-TO 1,SNU-4351S4-5-TO Vistusertib,Vistusertib,SUM,52.90210915,,
SNU-4351S4-6-TO,13,Apoptotic_Ratio,SNU-4351S4-6-TO 1,SNU-4351S4-6-TO Vistusertib,Vistusertib,SUM,37.35449555,,
SNU-4351S4-7-TO,13,Apoptotic_Ratio,SNU-4351S4-7-TO 1,SNU-4351S4-7-TO Vistusertib,Vistusertib,SUM,66.01075944,,
SNU-4351S1-TO,14,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO Olaparib,Olaparib,SUM,67.66232732,,
SNU-4351S2-TO,14,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO Olaparib,Olaparib,SUM,51.82589421,,
SNU-4351S3-TO,14,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO Olaparib,Olaparib,SUM,47.02436522,,
SNU-4351S4-TO,14,Apoptotic_Ratio,SNU-4351S4-TO 1,SNU-4351S4-TO Olaparib,Olaparib,SUM,26.09506306,,
SNU-4351S1-5-TO,14,Apoptotic_Ratio,SNU-4351S1-5-TO 1,SNU-4351S1-5-TO Olaparib,Olaparib,SUM,54.77966349,,
SNU-4351S1-7-TO,14,Apoptotic_Ratio,SNU-4351S1-7-TO 1,SNU-4351S1-7-TO Olaparib,Olaparib,SUM,49.02948189,,
SNU-4351S2-3-TO,14,Apoptotic_Ratio,SNU-4351S2-3-TO 1,SNU-4351S2-3-TO Olaparib,Olaparib,SUM,23.6290056,,
SNU-4351S2-4-TO,14,Apoptotic_Ratio,SNU-4351S2-4-TO 1,SNU-4351S2-4-TO Olaparib,Olaparib,SUM,34.62998063,,
SNU-4351S3-1-TO,14,Apoptotic_Ratio,SNU-4351S3-1-TO 1,SNU-4351S3-1-TO Olaparib,Olaparib,SUM,27.64304022,,
SNU-4351S3-2-TO,14,Apoptotic_Ratio,SNU-4351S3-2-TO 1,SNU-4351S3-2-TO Olaparib,Olaparib,SUM,34.72082367,,
SNU-4351S3-7-TO,14,Apoptotic_Ratio,SNU-4351S3-7-TO 1,SNU-4351S3-7-TO Olaparib,Olaparib,SUM,28.21913273,,
SNU-4351S3-8-TO,14,Apoptotic_Ratio,SNU-4351S3-8-TO 1,SNU-4351S3-8-TO Olaparib,Olaparib,SUM,22.69412275,,
SNU-4351S4-1-TO,14,Apoptotic_Ratio,SNU-4351S4-1-TO 1,SNU-4351S4-1-TO Olaparib,Olaparib,SUM,35.68689172,,
SNU-4351S4-2-TO,14,Apoptotic_Ratio,SNU-4351S4-2-TO 1,SNU-4351S4-2-TO Olaparib,Olaparib,SUM,37.43408683,,
SNU-4351S4-3-TO,14,Apoptotic_Ratio,SNU-4351S4-3-TO 1,SNU-4351S4-3-TO Olaparib,Olaparib,SUM,65.75537052,,
SNU-4351S4-4-TO,14,Apoptotic_Ratio,SNU-4351S4-4-TO 1,SNU-4351S4-4-TO Olaparib,Olaparib,SUM,63.32446797,,
SNU-4351S4-5-TO,14,Apoptotic_Ratio,SNU-4351S4-5-TO 1,SNU-4351S4-5-TO Olaparib,Olaparib,SUM,47.28926564,,
SNU-4351S4-6-TO,14,Apoptotic_Ratio,SNU-4351S4-6-TO 1,SNU-4351S4-6-TO Olaparib,Olaparib,SUM,36.46152171,,
SNU-4351S4-7-TO,14,Apoptotic_Ratio,SNU-4351S4-7-TO 1,SNU-4351S4-7-TO Olaparib,Olaparib,SUM,40.41721759,,
SNU-4351S1-TO,15,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO 5-FU,5-FU,SUM,68.58452486,,
SNU-4351S2-TO,15,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO 5-FU,5-FU,SUM,54.87998559,,
SNU-4351S3-TO,15,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO 5-FU,5-FU,SUM,59.33937145,,
SNU-4351S4-TO,15,Apoptotic_Ratio,SNU-4351S4-TO 1,SNU-4351S4-TO 5-FU,5-FU,SUM,47.71049146,,
SNU-4351S1-5-TO,15,Apoptotic_Ratio,SNU-4351S1-5-TO 1,SNU-4351S1-5-TO 5-FU,5-FU,SUM,53.98838462,,
SNU-4351S1-7-TO,15,Apoptotic_Ratio,SNU-4351S1-7-TO 1,SNU-4351S1-7-TO 5-FU,5-FU,SUM,58.56167139,,
SNU-4351S2-3-TO,15,Apoptotic_Ratio,SNU-4351S2-3-TO 1,SNU-4351S2-3-TO 5-FU,5-FU,SUM,56.90035832,,
SNU-4351S2-4-TO,15,Apoptotic_Ratio,SNU-4351S2-4-TO 1,SNU-4351S2-4-TO 5-FU,5-FU,SUM,55.71052482,,
SNU-4351S3-1-TO,15,Apoptotic_Ratio,SNU-4351S3-1-TO 1,SNU-4351S3-1-TO 5-FU,5-FU,SUM,35.9296848,,
SNU-4351S3-2-TO,15,Apoptotic_Ratio,SNU-4351S3-2-TO 1,SNU-4351S3-2-TO 5-FU,5-FU,SUM,54.86297187,,
SNU-4351S3-7-TO,15,Apoptotic_Ratio,SNU-4351S3-7-TO 1,SNU-4351S3-7-TO 5-FU,5-FU,SUM,59.32459967,,
SNU-4351S3-8-TO,15,Apoptotic_Ratio,SNU-4351S3-8-TO 1,SNU-4351S3-8-TO 5-FU,5-FU,SUM,56.18608628,,
SNU-4351S4-1-TO,15,Apoptotic_Ratio,SNU-4351S4-1-TO 1,SNU-4351S4-1-TO 5-FU,5-FU,SUM,49.06259792,,
SNU-4351S4-2-TO,15,Apoptotic_Ratio,SNU-4351S4-2-TO 1,SNU-4351S4-2-TO 5-FU,5-FU,SUM,57.57097948,,
SNU-4351S4-3-TO,15,Apoptotic_Ratio,SNU-4351S4-3-TO 1,SNU-4351S4-3-TO 5-FU,5-FU,SUM,54.70364374,,
SNU-4351S4-4-TO,15,Apoptotic_Ratio,SNU-4351S4-4-TO 1,SNU-4351S4-4-TO 5-FU,5-FU,SUM,52.23664063,,
SNU-4351S4-5-TO,15,Apoptotic_Ratio,SNU-4351S4-5-TO 1,SNU-4351S4-5-TO 5-FU,5-FU,SUM,58.54822048,,
SNU-4351S4-6-TO,15,Apoptotic_Ratio,SNU-4351S4-6-TO 1,SNU-4351S4-6-TO 5-FU,5-FU,SUM,39.47195118,,
SNU-4351S4-7-TO,15,Apoptotic_Ratio,SNU-4351S4-7-TO 1,SNU-4351S4-7-TO 5-FU,5-FU,SUM,70.96310783,,
SNU-4351S1-TO,16,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO Oxaliplatin,Oxaliplatin,SUM,66.9062246,,
SNU-4351S2-TO,16,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO Oxaliplatin,Oxaliplatin,SUM,54.04844027,,
SNU-4351S3-TO,16,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO Oxaliplatin,Oxaliplatin,SUM,52.31889165,,
SNU-4351S4-TO,16,Apoptotic_Ratio,SNU-4351S4-TO 1,SNU-4351S4-TO Oxaliplatin,Oxaliplatin,SUM,31.54530317,,
SNU-4351S1-5-TO,16,Apoptotic_Ratio,SNU-4351S1-5-TO 1,SNU-4351S1-5-TO Oxaliplatin,Oxaliplatin,SUM,57.41184206,,
SNU-4351S1-7-TO,16,Apoptotic_Ratio,SNU-4351S1-7-TO 1,SNU-4351S1-7-TO Oxaliplatin,Oxaliplatin,SUM,76.37084917,,
SNU-4351S2-3-TO,16,Apoptotic_Ratio,SNU-4351S2-3-TO 1,SNU-4351S2-3-TO Oxaliplatin,Oxaliplatin,SUM,38.67851358,,
SNU-4351S2-4-TO,16,Apoptotic_Ratio,SNU-4351S2-4-TO 1,SNU-4351S2-4-TO Oxaliplatin,Oxaliplatin,SUM,27.64643943,,
SNU-4351S3-1-TO,16,Apoptotic_Ratio,SNU-4351S3-1-TO 1,SNU-4351S3-1-TO Oxaliplatin,Oxaliplatin,SUM,29.14114935,,
SNU-4351S3-2-TO,16,Apoptotic_Ratio,SNU-4351S3-2-TO 1,SNU-4351S3-2-TO Oxaliplatin,Oxaliplatin,SUM,44.08846648,,
SNU-4351S3-7-TO,16,Apoptotic_Ratio,SNU-4351S3-7-TO 1,SNU-4351S3-7-TO Oxaliplatin,Oxaliplatin,SUM,38.38111303,,
SNU-4351S3-8-TO,16,Apoptotic_Ratio,SNU-4351S3-8-TO 1,SNU-4351S3-8-TO Oxaliplatin,Oxaliplatin,SUM,31.64740832,,
SNU-4351S4-1-TO,16,Apoptotic_Ratio,SNU-4351S4-1-TO 1,SNU-4351S4-1-TO Oxaliplatin,Oxaliplatin,SUM,54.14276428,,
SNU-4351S4-2-TO,16,Apoptotic_Ratio,SNU-4351S4-2-TO 1,SNU-4351S4-2-TO Oxaliplatin,Oxaliplatin,SUM,54.07937151,,
SNU-4351S4-3-TO,16,Apoptotic_Ratio,SNU-4351S4-3-TO 1,SNU-4351S4-3-TO Oxaliplatin,Oxaliplatin,SUM,46.22501708,,
SNU-4351S4-4-TO,16,Apoptotic_Ratio,SNU-4351S4-4-TO 1,SNU-4351S4-4-TO Oxaliplatin,Oxaliplatin,SUM,52.8153133,,
SNU-4351S4-5-TO,16,Apoptotic_Ratio,SNU-4351S4-5-TO 1,SNU-4351S4-5-TO Oxaliplatin,Oxaliplatin,SUM,41.57465179,,
SNU-4351S4-6-TO,16,Apoptotic_Ratio,SNU-4351S4-6-TO 1,SNU-4351S4-6-TO Oxaliplatin,Oxaliplatin,SUM,36.62444833,,
SNU-4351S4-7-TO,16,Apoptotic_Ratio,SNU-4351S4-7-TO 1,SNU-4351S4-7-TO Oxaliplatin,Oxaliplatin,SUM,54.7851192,,
SNU-4351S1-TO,1,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO TAS-102,TAS-102,SUM,72.29454273,,
SNU-4351S2-TO,1,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO TAS-102,TAS-102,SUM,59.88785311,,
SNU-4351S3-TO,1,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO TAS-102,TAS-102,SUM,52.30467372,,
SNU-4351S1-TO,2,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO Regorafenib,Regorafenib,SUM,74.3362473,,
SNU-4351S2-TO,2,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO Regorafenib,Regorafenib,SUM,52.29971197,,
SNU-4351S3-TO,2,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO Regorafenib,Regorafenib,SUM,68.43800185,,
SNU-4351S1-TO,3,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO Capecitabine,Capecitabine,SUM,82.51401904,,
SNU-4351S2-TO,3,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO Capecitabine,Capecitabine,SUM,68.7454404,,
SNU-4351S3-TO,3,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO Capecitabine,Capecitabine,SUM,88.42501595,,
SNU-4351S1-TO,4,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO Apitolisib,Apitolisib,SUM,68.43961449,,
SNU-4351S2-TO,4,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO Apitolisib,Apitolisib,SUM,60.5273216,,
